"About the data: Exported on Dec 13, 2022. Criteria: '""digital divide*"" OR ""digital inequalit*"" OR ""digital gap*""' in title and abstract; Publication Year is 2000 or 2001 or 2002 or 2003 or 2004 or 2005 or 2006 or 2007; Fields of Research (ANZSRC 2020) is 35 Commerce, Management, Tourism and Services or 38 Economics or 46 Information and Computing Sciences; Publication Type is Article or Chapter or Proceeding. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,
Publication ID,DOI,Title,Abstract,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Cited references
pub.1042253164,10.1057/9780230595613_10,The Political Economy of Informational Development: A Normative Appraisal,"The rapid advances in information and communications technologies (ICTs) during the past three decades, acting in tandem with the globalisation of trade and investment, have brought about unprecedented changes in the global economy. The discovery of ‘knowledge’1 as the most important ingredient of all modern economies, surpassing land, labour and capital, has profoundly affected the modes of global economic production as well as consumption. Unleashing an array of new products and services for which usability was mostly invented, and reviving the productivity potential inherent in several advanced sectors of the economy by the deployment and diffusion of ICTs, represents the key factor behind this transformation. In advanced countries where ICTs have become part of the economic infrastructure, firms and business organisations, regardless of their size or spatial-temporal location, have experienced steep decline in transportation, communication, search and distribution costs (Guha, 2003). That is, the development and diffusion of ICTs have become a source of comparative advantage of nations (James, 2001). The assumption, until now, that the standard Heckscher-Ohlin model of international trade where comparative advantages in factor and resource endowments held sway has been replaced by the comparative advantage driven by international differences in production functions due to innovation and rapid technological change (Krugman, 1995). The advances in ICTs and related technologies have given rise to a new form of comparative advantage and international division of labour in the global economy. These economic changes may be collectively identified as ‘informational development’ because of the centrality of knowledge as codified information through the mediation of ICTs. Informational development is a complex and uneven process of economic change due to the dialectical relationship between the global–local forces and factors that underpin its shaping. It has spawned a host of normative and equity questions.","Technology, Globalization and Development",2005,,,196-217,"Parayil, Govindan",,,https://app.dimensions.ai/details/publication/pub.1042253164,2,
pub.1041130542,10.4018/978-1-59140-789-8.ch169,Inter-Governmental Relations in the Provision of Local E-Services,"Australia is a nation of 20 million citizens occupying approximately the same land mass as the continental U.S. More than 80% of the population lives in the state capitals where the majority of state and federal government offices and employees are based. The heavily populated areas on the Eastern seaboard, including all of the six state capitals have advanced ICT capability and infrastructure and Australians readily adopt new technologies. However, there is recognition of a digital divide which corresponds with the “great dividing” mountain range separating the sparsely populated arid interior from the populated coastal regions (Trebeck, 2000). A common theme in political commentary is that Australians are “over-governed” with three levels of government, federal, state, and local. Many of the citizens living in isolated regions would say “over-governed” and “underserviced.” Most of the state and local governments, “… have experienced difficulties in managing the relative dis-economies of scale associated with their small and often scattered populations.” Rural and isolated regions are the first to suffer cutbacks in government services in periods of economic stringency. (O’Faircheallaigh, Wanna, & Weller, 1999, p. 98). Australia has, in addition to the Commonwealth government in Canberra, two territory governments, six state governments, and about 700 local governments. All three levels of government, federal, state, and local, have employed ICTs to address the “tyranny of distance” (Blainey, 1967), a term modified and used for nearly 40 years to describe the isolation and disadvantage experienced by residents in remote and regional Australia. While the three levels of Australian governments have been working co-operatively since federation in 1901 with the federal government progressively increasing its power over that time, their agencies and departments generally maintain high levels of separation; the Queensland Government Agent Program is the exception.",Encyclopedia of Digital Government,2007,,,1120-1124,"Anttiroiko, Ari-Veikko; Malkia, Matti; Kelso, R.",Central Queensland University,Australia,https://app.dimensions.ai/details/publication/pub.1041130542,0,
pub.1133390058,10.15353/joci.v1i1.2060,n-Logue: The Story of a Rural Service Provider In India,"Can rural Information Communication Technology (ICT) be an effective tool to bridge the digital divide? How can the Internet help developing nations and their disadvantaged in particular? Those who lobby in favour of rural ICT believe that Internet is not just a means of communication but is also an enabler of livelihood in rural areas and therefore, power. For a very long time now, the developing world has carried the burden of colonization and slavery. This has resulted in a lack of confidence among developing economies and the belief that they are not at par with the rest of the world. The lack of ""access"" has curtailed their ability to compete. In fact, ingenuity and hard work hasn't been adequate for one to enjoy economic and social benefit. In order to acquire these benefits, access to resources like education, health and employment become critical. Internet has been a boon in this regard. Today, one can be in the remotest corner of the world and as long as there is access to Internet enjoy access to education, health and resources. This allows them to compete and use their ingenuity and hard work to bring about a significant difference to their lives. This paper concentrates on how ICT can affect the lives of rural people in the developing world. The total rural population of the developing world is about 3.5 billion, with their average per capita income being no more than $200 per year. India, with 700 million rural people located in 600,000 villages, is a reflection of the developing world. The key issue that is addressed in the paper is whether technology can bring about a difference in the lives of people who earn less than half a dollar a day. Can health and education be made available to them? Can they afford the Internet? And ultimately, can it significantly enhance their livelihoods and income?",The Journal of Community Informatics,2004,1,1,,"Jhunjhunwala, Ashok; Ramachandran, Anuradha; Bandyopadhyay, Alankar",,,https://app.dimensions.ai/details/publication/pub.1133390058,19,
pub.1093727364,10.1109/auswireless.2007.27,"Analogy of Promising Wireless Technologies on Different Frequencies: Bluetooth, WiFi, and WiMAX","The explosive growth of the Internet over the last decade has led to an increasing demand for high-speed, ubiquitous Internet access. Broadband wireless technologies are increasingly gaining popularity by the successful global deployment of the wireless personal area networks (Bluetooth-IEEE 802.15.1), wireless local area networks (WiFi- IEEE 802.lln), and wireless metropolitan area networks (WiMAX- IEEE 802.16). New ICT and e-Learning strategies and advances in wireless standards and technologies- particularly in the areas of Bluetooth, WiFi (wireless fidelity), WiMAX (worldwide interoperability for microwave access) and mobile computing can help to bridge the digital divide in education and research. Using open broadband Wireless technologies and implementing mobile computing architectures, one can overcome the challenges of ground, infrastructure, and finance to increase access; deploy broadband quickly and cost-effectively to areas currently not served; and extend the benefits of digital revolution to previously unreachable populations. These technologies aim to provide low-cost, high-performance Wireless access to residential and business applications. As technology evolves to address portable and mobile applications, the required features and performance of the system will increase. Evolution toward the phase called ""full mobility"" provides incremental support for low latency, low packet loss and real-time handoff of subscriber terminals operating at high speeds. This paper presents the analogy of promising wireless technologies on different frequencies: Bluetooth, WiFi, and WiMAX. This paper is organised into four parts: part I describes the functionality and usage of Bluetooth in the wireless personal area networks, part II presents the WiFi- IEEE 802.1 In strategies for users considering higher-bandwidth alternatives to existing wireless personal area networks, part III discusses how the WiMAX is used as a current standard for Wireless data transmission technology, which is optimized to deliver high, bursty data rates to mobile subscribers, and to support real-time multimedia and Voice over IP (VoIP) applications, and part-TV explores how these emerging Wireless technologies differ from one another.",The 2nd International Conference on Wireless Broadband and Ultra Wideband Communications (AusWireless 2007),2007,,,14-14,"Dhawan, S.",,,https://app.dimensions.ai/details/publication/pub.1093727364,31,
pub.1049995008,10.1080/02564602.2005.11657920,Power-Telecom Convergence: Catalyzing Telecom Revolution,"Reliable and high capacity telecommunication networks spanning the country in its entirety reaching homes is imperative and essential pre-requisite to bridge the digital divide and the economic development of the nation. Today every policy initiative and strategy formulated by the government and private sectors, be it Broadband policy, e-governance, triple play, expanding telemedicine capabilities, distance education, computing grid for research and development or digital entertainment, assumes a robust, high speed and end- to-end connectivity infrastructure. Though there has been a considerable growth of telecom in India over the past few years and a sizeable infrastructure has already been developed, in a vast country like India this touches only a smaller proportion of the population and the geographic spread. Last miles are still a problem area for many operators owing to lack of economic viability. Therefore, Innovative and non-conventional alternatives are to be explored for infrastructure expansion. Convergence of power and telecom infrastructures is viewed, world-over, as a viable alternative to address rapid expansion and better reach. Power transmission networks being the most pervasive and readily available network, are already being exploited as ready infrastructures for overlaying telecom networks (fiber networks). While the present level of infrastructure convergence Is more on the backbone network side (use of Optical Ground Wire (OPGW) on power transmission infrastructure), innovative concepts such as Broadband over Power Line (BPL) unleashes a truly powerful convergence enabling delivery of high speed telecom bandwidth to home on existing power sockets thus promising not only a networked home but an intelligent power utility grid too. With the concept of BPL, power infrastructure provides an end-to-end infrastructure to build telecom highways and tributaries as well. This paper discusses the potential of power-telecom convergence in addressing the backbone, middle mile and last mile needs of telecom and also dwells on upcoming concept of BPL and the challenges posed.",IETE Technical Review,2005,22,5,367-372,"Santhosh, Jayashree; Nair, Santhosh S; Jayasankar, M N",Power Grid Corporation (India),India,https://app.dimensions.ai/details/publication/pub.1049995008,0,
pub.1143070080,10.1115/imece2001/bed-23098,Development of an Input Interface Using Ocular Potential for Handicapped Users of Health Care Supporting Computer,"Abstract Numerous attempts to adapt multimedia communication to medical care have been reported recently. It is our view that spiritual support is more important in medical care, while so-called high technology may be necessary for medical practice. Therefore, we proposed the concept of the Hyper Hospital [1–3], to offer patients a means of effective human communication during medical care. The Hyper Hospital is a medical system constructed on a computer and multimedia based-network, which patients use to participate in medical and care activities through improved communication media. It is sometimes difficult for physically handicapped patients, such as PMD (progressive muscular dystrophy), ALS (amyotrophic lateral sclerosis), and traumatic cervical injury patients, to operate a computer, because of their disabilities. Therefore, there is a serious digital divide between physically disabled patients and healthy people. To remedy this, various communication devices, such as those using winking, eye gaze, voice, and electrical biological signals (event-related potential [4–5], electrooculogram, etc.) have been proposed and tested. These are designed to enable seriously handicapped patients to use a computer without using the usual mechanical input devices, such as a keyboard, mouse, or joystick. Although an EEG (electroencephalogram) offers one source of such potential electrical biological signals, it produces a very weak electrical signal that contaminating noise makes difficult to process. On the other hand, the ocular potential generated by the dipolar potential of the eyeball has a much larger gain in potential than the EEG. Moreover, the ocular potential can be easily controlled by the user, and eye-movement ability remains largely intact, even after neurological diseases progress to a very advanced stage. Therefore, this report studied the development of an input interface for computers using an electrooculogram.",Advances in Bioengineering,2001,,,197-198,"Mizuno, F.; Harada, A.; Yamaguchi, T.",Nagoya Institute of Technology,Japan,https://app.dimensions.ai/details/publication/pub.1143070080,0,
pub.1012639613,10.4018/978-1-59140-789-8.ch030,Community-Based Information Networking in Developing Countries,"The information era refers to a period in this globalized world when economies, social dimensions, and demography are largely dominated and driven by information, in contrast to the previously industrial development driven society. Information society, information network, and digital divide are terms inducted in very recent days. The key element in this periphery, is the information, and it is the easy and free flow of information to the demand routes. Because of the information-based nature of the modern economy, the globalization of the telecommunication industry, and the interdependent global environment, the value of the global network grows and more users are interlinked. The information society is driven by information, similar to the industrial society. This society is produced by a reliance on information as the most significant factor in the terms of production. Hence, it relies on the information economy to produce products, services, employment, wealth, and lifestyle on which the community depends. Ultimately the whole community of a country can be benefited by optimum utilization of information to be flown into each territory of the society. Given the right incubation, a community based information network molded by information can accelerate the pace of development. Rapid advancements and convergence of information and communications technologies (ICTs) have a deep and far-ranging impact on economic, social, and political life. The increase in the speed of and variations in communication flows is catalyzing an unprecedented growth in the exchange of ideas, goods, and services. Government, organizations and businesses that ignore this development and lag behind in adaptation risk themselves becoming uncompetitive, marginalized and out of the game (ABDI, 2002). Efforts have been given to accommodate propositions on fabricating nationwide information networks through utilization of the existing information backbones especially in developing countries, and a centrally driven content repository may eventually be established.",Encyclopedia of Digital Government,2007,,,201-207,"Anttiroiko, Ari-Veikko; Malkia, Matti; Rahman, H.",,,https://app.dimensions.ai/details/publication/pub.1012639613,2,
pub.1099630363,10.1002/j.1681-4835.2007.tb00224.x,Homeworkers Online: Utilization of ICT for Home‐based Work in Malaysia,"This paper addresses key gender‐specific issues affecting poor urban women homeworkers’ utilization of information and communication technologies (ICTs) in three sites in Malaysia‐Penang, Ipoh and Klang Valley. A total of 90 urban impoverished women homeworkers and 40 sectoral stakeholders were interviewed. They are from different races, ages and types of home‐based work and included the chronically ill or those with physically and mentally challenged dependents. Focus group discussions, oral histories and case studies/observations offer insights of gender issues and glimpses into their otherwise invisible lives. Most homeworkers were initially ‘greened’ as ‘unskilled’ workers or cheap secondary labour in the mushrooming industries. They subsequently withdrew and entered home‐based work after marriage and childbirth. Many were spatially confined by their religious and traditional sense of duty and their responsibility to their family, especially disabled children. Others were restricted by their immobility in a disable unfriendly environment. Homeworking enables them to be economically productive and empowers them. However, due to their isolation, atomization, lack of recognition as ‘workers’ and inadequate safeguards to protect their welfare, many homeworkers, subcontracting from factories or selling through middlepersons, suffer from exploitation. Many assistance schemes of the Malaysian Government for vulnerable groups do not target homeworkers. Its heavy investment in ICT infrastructure has yet to narrow the digital divide. While all homeworkers have access to some form of ICT tools, many do not personally own the tools. Fewer have access to computer and Internet. Although they are aware of the potential of ICT for work, few explore its full potential because of their limited education, lack of literacy or their inability to demystify technology. Those supported by organisations have better access to training and utilize ICT tools in varying degrees for their work. They increase their clientele and widen their markets. With greater gender justice, these homeworkers will be able to transform gender relations and technology issues to be empowered to gain knowledge and use ICTs to access wider markets, skills and opportunities and uplift their lives and that of their families.",The Electronic Journal of Information Systems in Developing Countries,2007,32,1,1-14,"Loh‐Ludher, Lee Lee",,,https://app.dimensions.ai/details/publication/pub.1099630363,7,"[Standing, Guy]|[]|World Development|1989|17|7|1077-1095|10.1016/0305-750x(89)90170-8|pub.1045749766|410;[]|[]|Choice|1992|29|07|29-4214-29-4214|10.5860/choice.29-4214|pub.1073309827|187"
pub.1105169440,10.1080/15236803.2006.12001427,"Internet Access and Innovation-Diffusion in a National Cancer Institute Preventive Health Education Project: Telecenters, Cybercafes, and Sociodemographic Impacts on Knowledge Gaps","Policymakers and analysts cite the availability of free Internet telecenters at libraries and community centers as a viable way to close the so-called knowledge gap and the digital divide among minority and poor communities. This study looks at policymakers’ dissemination of a National Cancer Institute (NCI) Web-based, preventive health education intervention to low-income people in Northern New Mexico and Southern Colorado through free Internet access. Although free public access Internet telecenters would appear to offer the potential of bridging these gaps, knowledge and information gaps persist because of the differentials between free and pay Internet access, as well as access through direct personal ownership of computers with Internet connections. The rate of increase of knowledge diffusion is much higher for individuals and communities of higher socioeconomic status who pay for access than for those with lesser means and who access free electronic resources. Pay-for-Internet cybercafes and free Internet telecenters have different accessibility thresholds, offer different user environments, and attract at least two different types of customers or clients. The socioeconomic differences in the two types of patrons are presented in this study by way of the results of an electronic user survey and a telecenter survey in the aforementioned project locales. While a learning and knowledge gap is evident between patrons of pay and free access sites, both types of public Internet access are, in relative terms, severely limited. Residually, a large knowledge gap persists among users of public access sites compared to computer owners with their own Internet connections. These disparities have implications for the dissemination of Web-based health information, particularly among the poor in minority communities. The Internet access evaluation is placed in the larger context of the NCI project, the Health Communication Intervention Research Initiative, looking (1) at broader concerns of cultural communications and policy and program implementation (2) across social and programmatic networks, with consideration to (3) pedagogical applications of the case in the MPA classroom.",Journal of Public Affairs Education,2006,12,2,213-232,"Medina, Una E.; Rivera, Mario A.; Rogers, Everett M.; Woodall, W. Gill; Buller, David B.",University of New Mexico,United States,https://app.dimensions.ai/details/publication/pub.1105169440,2,"[Valente, Thomas W.]|[ur.010351014277.57]|Social Networks|1996|18|1|69-89|10.1016/0378-8733(95)00256-1|pub.1005411600|649;[Gulati, Ranjay]|[ur.013163740661.36]|Strategic Management Journal|1998|19|4|293-317|10.1002/(sici)1097-0266(199804)19:4<293::aid-smj982>3.0.co;2-m|pub.1005700952|2677;[Kreps, Gary L.; Viswanath, K.]|[ur.01336444473.17; ur.0663643043.30]|Family & Community Health|2001|24|3|ix-xiii|10.1097/00003727-200110000-00002|pub.1007976326|21;[Buller, David B.; Woodall, W. Gill; Zimmerman, Donald E.; Heimendinger, Jerianne; Rogers, Everett M.; Slater, Michael D.; Hau, Barbara A.; Pepper, Judith I.; Bartlett-Horch, Kandiss; Burris-Woodall, Patricia A.; Dignan, Mark B.; Hines, Joan; Le Blanc, Michelle L.]|[ur.01364675643.37; ur.01101464167.51; ur.010256237041.17; ur.01072010235.35; ur.01000703647.95; ur.01356361314.09; ur.0713612775.51; ; ; ur.0654650267.03; ur.011414032377.85; ur.01332141167.75; ]|Family & Community Health|2001|24|3|1-12|10.1097/00003727-200110000-00003|pub.1011931188|21;[Berland, G K; Elliott, M N; Morales, L S; Algazy, J I; Kravitz, R L; Broder, M S; Kanouse, D E; Muñoz, J A; Puyol, J A; Lara, M; Watkins, K E; Yang, H; McGlynn, E A]|[; ur.0600716555.51; ur.01111230576.90; ; ur.0746770672.39; ur.01174636717.21; ur.0743743424.59; ; ; ur.0760265536.51; ur.0661460541.11; ; ur.01313252033.16]|JAMA|2001|285|20|2612-2621|10.1001/jama.285.20.2612|pub.1024175869|965;[Lai, Vincent S.; Mahapatra, Radha K.]|[ur.016453426343.06; ur.014763364323.06]|Information & Management|1997|32|4|187-201|10.1016/s0378-7206(97)00022-0|pub.1033228788|67;[Gargiulo, Martin; Benassi, Mario]|[; ]|Corporate Social Capital and Liability|1999|||298-322|10.1007/978-1-4615-5027-3_17|pub.1035620687|213;[Brass, Daniel J.; Labianca, Giuseppe]|[ur.01124300544.27; ur.011472750476.74]|Corporate Social Capital and Liability|1999|||323-338|10.1007/978-1-4615-5027-3_18|pub.1053245175|40;[TICHENOR, P. J.; DONOHUE, G. A.; OLIEN, C. N.]|[ur.013077473277.06; ur.014563552653.32; ur.015352462454.07]|Public Opinion Quarterly|1970|34|2|159-170|10.1086/267786|pub.1058578398|1051;[Sia, Choon-Ling; Teo, Hock-Hai; Tan, Bernard C. Y.; Wei, Kwok-Kee]|[ur.012663407113.35; ur.014466762737.72; ur.016006113303.60; ur.0576031715.72]|IEEE Transactions on Engineering Management|2004|51|3|253-267|10.1109/tem.2004.830859|pub.1061600139|58;[Rogers, Everett M.]|[]|Convergence The International Journal of Research into New Media Technologies|2001|7|4|96-111|10.1177/135485650100700406|pub.1063989587|89;[Zimmerman, Donald E.; Akerelrea, Carol A.; Buller, David B.; Hau, Barbara; Leblanc, Michelle]|[ur.010256237041.17; ur.01205013674.30; ur.01364675643.37; ur.0713612775.51; ur.0605252310.50]|Journal of Health Psychology|2003|8|1|119-134|10.1177/1359105303008001448|pub.1063993274|19;[Bass, Frank M.]|[ur.015242032057.07]|Management Science|1969|15|5|215-227|10.1287/mnsc.15.5.215|pub.1064716483|4596;[Cooper, Randolph B.; Zmud, Robert W.]|[; ur.012560475447.42]|Management Science|1990|36|2|123-139|10.1287/mnsc.36.2.123|pub.1064720665|1502"
pub.1020520372,10.1007/978-3-7091-3707-9_31,Flat panel detectors — closing the (digital) gap in chest and skeletal radiology,"In the radiological department today the majority of all X-ray procedures on chest and skeletal radiography is performed with classical film-screen-systems.Using digital luminescence radiography (DLR or CR, which stands for computed radiography) as a technique has shown a way to replace this 100 year old procedure of doing general radiography work by acquiring the X-rays digitally via phosphor screens. But this approach has faced criticism from lots of radiologists world wide and therefore hasn’t been widely accepted except in the intensive care environment.A new technology is now rising based on the use of so called flat panel X-ray (FD) detectors. Semiconducting material detects the X-rays in digital form directly and creates an instantaneous image for display, distribution and diagnosis. This ability combined with a large field of view and — compared to existing methods — excellent detective quantum efficiency represents a revolutionary step for chest and skeletal radiography and will put basic X-ray-work back into the focus of radiological solutions.This paper will explain the basic technology of flat panel detectors, possible system solutions based on this new technology, aspects of the user interface influencing the system utilization and versatility as well as the possibility to redefine the patient examination process for chest and skeletal radiography.Furthermore the author discusses limitations for the first released systems, upgrades for the installed base and possible scenarios for the future, e.g. fluoroscopy or angiography application.",Digital (R)Evolution in Radiology,2001,,,289-295,"Reiff, K. J.",Siemens (Germany),Germany,https://app.dimensions.ai/details/publication/pub.1020520372,0,"[Antonuk, L. E.; El‐Mohri, Y.; Siewerdsen, J. H.; Yorkston, J.; Huang, W.; Scarpine, V. E.; Street, R. A.]|[ur.0703404166.81; ur.01337313343.09; ur.012111641637.69; ur.01150235032.43; ur.01232262002.01; ur.01104166615.41; ur.0773444216.98]|Medical Physics|1997|24|1|51-70|10.1118/1.597918|pub.1020851947|100;[Chabbal, Jean; Chaussat, Christophe; Ducourant, Thierry; Fritsch, Lionel; Michailos, Jean; Spinnler, Vincent; Vieux, Gerard; Arques, Marc; Hahm, Gerhard; Hoheisel, Martin; Horbaschek, Heinz; Schulz, Reiner F.; Spahn, Martin F.]|[ur.013061005773.63; ur.010670464373.05; ur.014754523105.45; ; ; ur.016046707773.72; ur.010141217173.44; ur.013053546423.20; ur.014446507423.47; ur.010725567765.42; ur.010731340223.99; ur.013121661623.62; ur.01034731156.02]|Proceedings of SPIE|1996|2708||499-510|10.1117/12.237812|pub.1026331661|55;[Schiebel, Ulrich W.; Conrads, Norbert; Jung, Norbert; Weibrecht, Martin; Wieczorek, Herfried K.; Zaengel, Thomas T.; Powell, M. J.; French, I. D.; Glasse, C.]|[ur.016234123372.83; ur.016426346425.63; ur.010433534345.80; ur.014202714233.51; ur.011726220171.09; ur.015045415300.35; ur.016300701217.73; ur.014110357617.09; ur.014214664173.12]|Proceedings of SPIE|1994|2163||129-140|10.1117/12.174248|pub.1035398883|75;[Zhao, Wei; Rowlands, J. A.]|[ur.016261502021.31; ur.01006135434.58]|Medical Physics|1995|22|10|1595-1604|10.1118/1.597628|pub.1048435370|216;[Antonuk, Larry E.; Boudry, John; Huang, Weidong; McShan, Daniel L.; Morton, Edward J.; Yorkston, John; Longo, Michael J.; Street, Robert A.]|[ur.0703404166.81; ur.01134061166.37; ur.01232262002.01; ur.01144517177.31; ur.011436137435.11; ur.01150235032.43; ur.011270017542.23; ur.0773444216.98]|Medical Physics|1992|19|6|1455-1466|10.1118/1.596802|pub.1048558850|172;[Shaber, Gary S.; Lee, Denny L. Y.; Bell, Jeffrey H.; Powell, Gregory F.; Maidment, Andrew D. A.]|[ur.061171203.31; ur.016556356307.19; ; ur.012262746571.76; ur.015651634515.91]|Proceedings of SPIE|1998|3336||463-469|10.1117/12.317046|pub.1050576930|11;[VÖLK, MARKUS; STROTZER, MICHAEL; GMEINWIESER, JOSEF; ALEXANDER†, JOACHIM; FRÜND, RÜDIGER; SEITZ, JOHANNES; MANKE, CHRISTOPH; SPAHN, MARTIN; FEUERBACH, STEFAN]|[ur.01066443252.07; ur.0640434764.60; ur.01330251551.36; ur.01210130745.54; ur.01352327253.97; ur.01232035205.74; ur.0671332721.66; ur.01034731156.02; ur.0765365012.18]|Investigative Radiology|1997|32|7|373-377|10.1097/00004424-199707000-00001|pub.1060184049|36;[Strotzer, M; Gmeinwieser, J; Völk, M; Fründ, R; Seitz, J; Manke, C; Albrich, H; Feuerbach, S]|[ur.0640434764.60; ur.01330251551.36; ur.01066443252.07; ur.01352327253.97; ur.01232035205.74; ur.0671332721.66; ur.01073257105.08; ur.0765365012.18]|American Journal of Roentgenology|1998|171|1|23-7|10.2214/ajr.171.1.9648757|pub.1069321705|43;[Antonuk, L E; Yorkston, J; Huang, W; Siewerdsen, J H; Boudry, J M; el-Mohri, Y; Marx, M V]|[ur.0703404166.81; ur.01150235032.43; ur.01232262002.01; ur.012111641637.69; ur.01134061166.37; ur.01337313343.09; ]|Radio Graphics|1995|15|4|993-1000|10.1148/radiographics.15.4.7569143|pub.1082417321|85"
pub.1100908271,10.21825/af.v20i1-2.5073,Development and Maintenance of the Ethiopian Legal Information Website,"Information and Communication Technology in general and the internet in particular have been creating unprecedented opportunities in facilitating and streamlining access to information. Websites have become a common way of publishing legal information for the public in many countries. In Ethiopia, however, the availability of legal websites has been very limited or non-existent. Except for the constitution, no other basic Ethiopian law has ever been published online. To benefit from the tremendous potentials of the internet, a project was initiated to develop an Ethiopian Legal Information Web Site.Based on users' requirements obtained from questionnaire analysis, and current paradigms and implications, the Ethiopian Legal Information Website was designed, developed, implemented and maintained. The website is an online database of Ethiopian basic laws developed by Mekelle University, Ethiopia, in cooperation with the Non-Western Law Department of Ghent University, Belgium.Basic laws included on the site at present are the Ethiopian Constitution, Civil Code, Criminal Code, Civil Procedure Code, Criminal Procedure Code, Commercial Code and Family Code. The laws can be viewed and used in full text html, whereas some of the laws including the 2004 Criminal Code, Family Code, FDKE Constitution and the Tigray Regional State Constitution are available in pdf Laws can be searched by keywords using the site search engine. Comments and suggestions from experts and Ethiopian laws users have been collected, hence modifications, improvements and additions have been made to the website. The Ethiopian Legal Information Website was first hosted on the University of Ghent internet server and currently in the Mekelle University server at http://mail.mu.edu. et/~ethiopialaws/.1 The Ethiopian Legal Information Website has been found to be a useful web portal to access and use the basic Ethiopian laws. The University of Ghent, ILO, the Library of Congress, AUSTLII, WASHLAW, WIKIPEDIA and other major legal web portals make citations in reference to the site. While the website currently contains only the basic laws of the federal government, an action plan is prepared to include regional laws of Ethiopia. Other legal information including amendments to the laws, decisions and legal news will also be included on the site, hence a comprehensive Ethiopian Legal Web Portal will be developed and maintained. Key Words: Legal Information, Legal Information Website, Digital Divide",Afrika Focus,2007,20,1-2,,"Alemu, Getaneh Agegn",Mekelle University,Ethiopia,https://app.dimensions.ai/details/publication/pub.1100908271,1,
